turns,white_rating,black_rating,opening_moves,victory_status_cod,winner_cod,time_increment_cod,opening_code_cod,opening_fullname_cod,opening_shortname_cod,opening_variation_cod,rated_cod
25,1311,1349,5,3,0,37,248,1387,110,181,1
22,1317,1490,4,3,0,381,248,1377,110,612,1
54,1302,1306,4,3,0,187,240,967,94,132,1
53,1297,1236,4,3,2,102,245,943,90,322,1
105,1289,1195,4,3,2,189,264,874,90,612,1
48,1175,1281,9,3,0,312,201,494,52,211,1
13,1310,1291,8,3,2,103,219,1080,102,181,1
44,1301,1368,5,3,0,19,258,868,90,386,1
15,1290,1320,4,3,2,110,77,691,70,378,1
33,1323,1301,8,3,2,21,201,495,52,211,1
73,1288,1329,3,1,2,103,39,45,8,73,1
52,1103,1283,12,1,0,121,227,1090,102,357,1
28,1291,1396,4,3,0,120,245,943,90,322,1
55,1286,1442,5,0,1,128,258,868,90,386,1
21,1346,1296,7,3,2,203,197,297,36,248,1
27,1401,1304,4,3,2,236,175,68,10,76,1
48,1313,1374,4,3,0,102,245,943,90,322,1
87,1302,1304,6,1,2,61,101,1250,109,202,1
51,1369,1312,6,3,2,363,173,172,20,377,1
27,1436,1319,2,3,2,118,239,961,94,612,1
47,1307,1382,4,1,2,28,241,967,94,132,1
20,1240,1297,7,3,0,28,219,1074,102,181,1
42,1308,1337,2,3,0,361,36,214,32,0,1
59,1297,1276,4,1,2,89,264,874,90,612,1
36,1274,1285,5,3,0,377,195,1150,106,612,1
20,1276,1179,5,3,2,102,258,868,90,386,1
51,1421,1284,7,1,2,37,197,297,36,248,1
58,1288,1587,5,3,0,236,248,1387,110,181,1
53,1943,1500,2,3,2,102,72,1125,104,612,1
26,1516,1500,5,3,0,303,258,868,90,386,0
7,1500,1500,5,3,2,37,71,752,74,263,0
76,1500,1500,5,3,0,37,197,1415,116,612,0
47,1441,1500,8,3,2,314,200,294,36,163,0
92,1500,1560,2,1,0,108,4,1463,127,421,0
55,1500,1500,2,1,2,104,239,961,94,612,0
60,1500,1500,4,3,0,104,192,784,83,0,0
55,1833,1500,4,1,2,64,49,768,78,612,0
79,1500,1500,5,2,2,104,211,1036,102,612,0
39,1274,1311,2,3,2,108,90,1194,109,612,1
32,1323,1348,4,2,0,108,192,784,83,0,1
23,1305,1483,2,3,2,108,78,809,84,2,1
66,1469,1285,5,2,0,311,197,1415,116,612,1
96,1295,1758,2,1,0,311,81,111,17,612,1
154,1498,1274,6,1,0,311,211,1072,102,148,1
94,1278,1582,6,3,0,311,212,1052,102,83,1
47,1298,1119,7,3,0,311,196,1150,106,612,1
85,1498,1304,3,3,2,311,93,1219,109,141,1
63,1556,1310,4,1,2,311,95,1223,109,141,1
77,1305,1023,4,1,2,311,192,784,83,0,1
119,1674,1308,6,3,2,311,100,1315,109,381,1
87,1400,1259,2,1,2,104,4,1456,127,87,0
57,1423,1400,2,3,2,217,71,774,79,612,0
60,1400,1476,2,2,0,28,4,1456,127,87,0
72,1290,1400,1,2,0,104,10,215,33,612,0
73,1530,1400,2,3,2,104,71,774,79,612,0
27,1619,1400,2,1,2,104,36,682,70,612,0
44,1400,1619,3,3,0,104,6,765,75,612,0
72,1302,1400,2,1,0,104,36,214,32,0,0
113,1400,1475,3,1,2,19,6,765,75,612,0
46,1400,1476,2,3,2,104,4,1456,127,87,0
16,1741,1400,2,3,2,211,71,774,79,612,0
73,1400,1028,2,1,2,104,4,1465,127,432,0
106,1766,1400,2,0,1,315,71,774,79,612,0
51,1437,1400,2,3,2,102,36,214,32,0,0
18,1352,1400,2,3,0,102,71,774,79,612,0
95,1631,1400,5,2,2,102,71,775,79,502,0
18,1559,1400,2,3,2,19,36,214,32,0,0
64,1400,1635,2,3,0,102,4,1471,127,493,0
9,1400,1381,3,3,2,279,6,765,75,612,0
25,1171,1400,2,3,0,108,71,774,79,612,0
59,1318,1400,2,3,2,19,71,774,79,612,0
85,1400,1372,2,1,2,187,4,1459,127,280,0
30,1400,1387,3,3,0,187,6,765,75,612,0
15,1371,1400,2,1,2,187,71,774,79,612,0
66,1400,1349,3,3,0,187,6,765,75,612,0
38,1675,1400,2,1,0,187,71,774,79,612,0
18,1515,1400,2,3,0,19,71,774,79,612,0
81,1400,1332,2,1,2,104,4,1465,127,432,0
58,1366,1400,2,1,0,315,71,774,79,612,0
31,1589,1400,2,3,0,311,71,774,79,612,0
49,1400,1466,3,3,2,37,6,765,75,612,0
44,1400,1437,2,3,0,361,4,1465,127,432,0
65,1566,1400,1,3,2,104,0,1433,121,612,0
40,1356,1400,2,1,0,104,71,774,79,612,0
28,1400,1395,2,3,0,104,4,1463,127,421,0
56,1500,1400,2,1,0,104,71,774,79,612,0
19,1400,1396,2,3,2,104,4,1469,127,461,0
105,1400,1412,2,1,2,104,4,1465,127,432,0
40,1442,1400,1,1,0,104,0,1427,120,612,0
66,1752,1960,3,1,0,102,152,352,38,282,1
31,1877,1940,9,3,0,102,153,345,38,181,1
33,1932,1644,3,3,2,102,31,279,33,543,1
8,1632,1924,4,3,0,102,152,310,38,612,1
9,1916,1620,2,3,2,102,10,238,33,43,1
79,1919,1945,8,2,2,19,154,312,38,18,1
49,1924,1832,2,3,2,108,19,247,33,274,1
54,1918,1891,5,3,0,108,65,204,29,465,1
79,1865,1781,2,1,2,108,28,269,33,543,1
16,1847,1657,2,3,2,108,11,243,33,122,1
30,1572,1832,5,3,0,236,78,807,84,0,1
41,1697,1890,8,3,2,108,192,795,83,302,1
65,1848,1823,2,1,2,295,19,247,33,274,1
49,1798,1796,4,3,0,295,37,1449,123,612,1
59,1709,1871,5,3,2,104,18,267,33,340,1
37,1659,1555,1,3,2,236,10,215,33,612,1
22,1815,1378,2,3,0,329,10,238,33,43,1
78,1676,1741,8,2,0,238,192,795,83,302,1
67,1500,1430,2,3,2,279,10,238,33,43,1
50,1470,1453,4,3,0,108,181,574,55,612,1
42,1445,1464,6,3,2,108,216,1039,102,77,1
100,1500,1456,5,3,0,108,193,1034,101,560,1
63,1446,1424,3,1,2,108,90,1208,109,99,1
64,1461,1434,7,3,0,108,253,1399,110,561,1
66,1434,1513,5,2,0,102,265,907,90,435,0
7,1499,1442,1,3,2,103,0,1433,121,612,1
107,1442,1566,5,1,2,327,258,868,90,386,0
37,1500,1442,7,3,2,37,26,244,33,194,0
259,1441,1461,5,0,1,117,248,1378,110,0,1
101,1543,1448,2,1,2,238,19,247,33,274,1
21,1448,1458,2,0,1,236,36,433,48,612,1
120,1446,1494,7,2,0,102,262,866,90,377,1
69,1497,1456,4,3,2,236,245,943,90,322,1
82,1466,1527,4,3,0,236,245,943,90,322,1
19,1444,1500,4,1,2,200,191,210,31,612,1
75,1661,1450,11,3,2,236,208,520,52,569,1
134,1441,1438,5,2,0,115,1,742,73,351,1
20,1351,1471,6,3,0,358,195,1160,106,308,0
94,1491,1346,5,3,0,19,86,111,17,612,1
70,1318,1483,5,1,0,19,193,1035,101,575,1
58,1496,1511,4,1,0,19,99,1324,109,385,1
44,1485,1482,7,3,0,19,244,178,22,0,1
117,1467,1456,6,1,2,19,108,1246,109,167,1
31,1446,1452,5,3,0,19,195,1150,106,612,1
65,1421,1429,6,3,2,19,213,1121,102,535,1
37,1329,1443,6,1,2,19,211,1072,102,148,1
39,1423,1484,3,1,2,37,191,635,59,612,1
35,1407,1377,3,3,2,108,71,137,17,233,1
82,1231,1397,5,1,0,38,258,852,90,11,1
11,952,1394,2,3,0,102,0,1431,120,452,1
31,1390,967,3,1,2,102,71,656,61,370,1
46,1046,1030,3,2,0,19,81,125,17,100,1
13,1045,1119,2,3,2,19,4,1465,127,432,1
14,1179,1329,1,3,0,19,0,1433,121,612,1
69,1409,1228,2,1,2,19,71,32,5,612,1
48,1388,1326,2,3,2,19,81,111,17,612,1
28,1500,1503,1,1,0,19,0,1433,121,612,1
4,1650,1812,4,3,0,19,195,637,59,377,1
43,1436,1668,4,3,2,19,152,1002,96,501,1
78,1678,1715,4,1,0,19,248,1377,110,612,1
75,1724,1688,8,2,2,19,79,819,84,137,1
39,1678,1630,5,3,2,19,258,868,90,386,1
41,1728,1688,8,3,2,19,101,1282,109,307,1
98,1701,1638,8,2,0,19,201,495,52,211,1
62,1715,1652,5,3,0,19,117,1224,109,156,1
61,1777,1725,9,2,2,19,358,612,58,377,1
100,1745,1747,4,1,0,19,108,1251,109,206,1
37,1831,1745,12,2,2,19,91,1354,109,505,1
125,1732,1747,4,1,2,19,72,1141,104,337,1
30,1759,1719,2,1,0,19,37,960,93,612,1
43,1739,1719,2,0,1,19,78,809,84,2,1
80,1747,1588,4,2,0,19,245,930,90,57,1
63,1742,1506,5,3,2,19,192,785,83,1,1
49,1728,1772,3,1,2,19,241,992,94,610,1
39,2257,1730,3,1,2,19,78,810,84,3,1
102,1434,1726,1,2,0,19,0,1433,121,612,1
38,1742,1602,6,1,0,19,206,463,52,47,1
105,1997,1747,2,2,2,19,78,809,84,2,1
35,1751,1992,3,3,0,19,152,352,38,282,1
35,1987,1757,8,3,2,19,79,819,84,137,1
82,1762,1971,5,2,0,19,193,778,82,0,1
83,1964,1768,8,2,2,19,79,819,84,137,1
89,1939,1795,1,1,2,19,0,1433,121,612,1
22,1811,1696,4,3,0,19,191,643,61,110,1
39,1894,1820,2,3,2,19,78,809,84,2,1
34,1835,1733,28,3,0,19,234,1085,102,320,1
45,1832,1503,4,3,2,19,245,943,90,322,1
88,2242,1811,6,3,0,19,77,693,70,525,1
39,2101,1824,4,3,2,19,264,874,90,612,1
62,1828,2097,5,3,0,19,97,1323,109,382,1
102,1846,1622,2,3,0,19,71,774,79,612,1
41,2048,1852,3,3,2,19,78,810,84,3,1
36,1860,1969,4,3,0,19,99,1324,109,385,1
81,1820,1850,3,3,0,19,78,1001,96,228,1
71,1846,1551,8,3,2,19,218,1047,102,76,1
32,1680,1839,4,3,0,19,117,1194,109,612,1
65,1829,1777,4,3,2,19,71,764,74,596,1
68,1604,1824,8,1,0,19,79,819,84,137,1
87,939,963,4,1,2,19,73,17,0,353,0
66,1458,939,2,3,2,350,6,1003,97,612,0
59,1449,940,4,3,2,19,175,68,10,76,1
80,949,1064,4,3,0,19,15,230,33,41,1
66,961,974,1,1,0,19,0,537,53,612,1
89,963,975,3,3,2,19,171,661,61,591,1
5,1046,986,3,2,2,19,178,1434,122,612,1
95,1801,1784,2,2,2,361,4,1471,127,493,1
41,1768,1773,7,3,2,315,120,1291,109,352,1
108,1857,1763,4,0,1,311,39,53,8,146,1
108,1775,1890,6,1,0,104,82,154,17,568,1
92,1815,1724,8,1,0,379,88,126,17,137,1
62,1815,1872,6,1,0,311,157,377,38,548,1
47,1800,1741,5,3,2,315,192,785,83,1,1
168,1522,1793,2,3,0,359,41,443,50,612,1
27,1868,1808,4,1,2,31,153,358,38,332,1
21,1796,1643,7,3,2,37,159,386,38,548,1
58,1394,1792,5,1,0,376,99,1314,109,381,1
63,1412,1410,6,3,2,19,72,1137,104,314,1
28,1417,1565,2,1,0,19,152,311,38,0,1
49,1412,1174,3,1,2,19,174,67,10,612,1
20,1464,1397,3,3,0,19,6,1473,127,556,1
68,1387,1385,3,3,0,19,6,1473,127,556,1
107,1377,1645,3,0,1,19,78,1001,96,228,1
140,1383,1588,3,2,0,19,71,137,17,233,1
200,1910,1827,4,2,0,19,43,945,92,612,1
80,1752,1818,4,3,0,19,240,967,94,132,1
47,1809,1762,6,3,2,19,72,1137,104,314,1
51,1803,1658,5,2,2,19,192,785,83,1,1
71,1818,1813,6,3,2,19,178,1435,122,0,1
88,1806,1802,5,3,0,19,193,1034,101,560,1
158,1804,1757,5,0,1,19,201,462,52,612,1
85,1796,1700,5,3,2,19,86,111,17,612,1
162,1807,1786,3,3,0,19,90,1275,109,295,1
60,1726,1799,8,3,0,19,154,312,38,18,1
141,1795,1523,6,1,2,19,201,503,52,476,1
43,1777,2054,3,3,2,19,152,352,38,282,1
104,1831,1776,4,0,1,19,47,446,50,104,1
55,1786,1795,8,3,0,298,202,480,52,179,1
79,1775,1791,4,2,2,311,108,1251,109,206,1
51,1789,1786,6,3,2,19,32,275,33,543,1
109,1775,1761,4,2,2,19,99,1324,109,385,1
41,1773,1786,5,3,2,311,193,1035,101,575,1
81,1743,1799,7,3,2,311,0,839,86,475,1
131,1807,1809,5,2,2,19,172,183,26,612,1
60,1823,1729,8,3,0,19,88,126,17,137,1
44,1764,1814,2,3,0,19,41,443,50,612,1
83,1801,1881,4,3,2,19,117,1194,109,612,1
52,1814,1723,4,3,0,19,99,1324,109,385,1
80,1733,1806,2,3,0,19,41,443,50,612,1
73,1743,1819,7,1,2,19,48,107,15,16,1
190,1818,1849,3,2,1,19,71,656,61,370,1
92,1600,1652,8,2,0,19,283,875,90,6,1
63,1640,1672,2,3,2,19,78,809,84,2,1
54,1648,1765,6,1,0,311,268,903,90,375,1
30,1757,1656,11,3,2,311,144,1299,109,362,1
48,1792,1640,8,3,0,311,192,789,83,181,1
54,1647,1785,11,1,0,311,144,1308,109,361,1
42,1801,1631,8,3,0,311,196,1154,106,137,1
50,1638,1795,5,2,0,311,117,1224,109,156,1
29,1788,1645,8,3,2,311,192,789,83,181,1
48,1652,1781,11,3,0,311,148,1296,109,362,1
78,1796,1636,13,1,0,311,136,1345,109,474,1
90,1723,1622,4,3,0,117,192,784,83,0,1
47,1588,1622,4,3,0,102,192,784,83,0,0
53,1664,1652,2,3,2,220,6,1003,97,612,1
47,1707,1674,7,3,2,220,197,295,36,223,1
71,1670,1685,4,3,2,220,73,19,0,377,1
97,1674,1680,5,1,2,220,25,260,33,274,1
47,1670,1685,4,1,2,220,195,637,59,377,1
58,1692,1792,4,3,0,224,21,261,33,274,1
122,1747,1692,2,0,1,19,77,682,70,612,0
111,1692,1747,5,1,2,19,1,742,73,351,0
91,1747,1692,6,3,2,19,213,1121,102,535,0
53,1692,1747,7,3,2,19,26,250,33,274,0
130,1747,1692,4,3,0,19,73,21,0,472,0
43,1692,1747,3,3,2,19,241,992,94,610,0
121,1692,1747,5,3,2,113,201,462,52,612,0
110,1747,1692,5,3,0,113,117,1224,109,156,0
96,1747,1692,8,2,0,21,199,306,36,516,0
43,1692,1747,3,3,2,21,1,740,73,349,0
81,1747,1692,6,0,1,21,211,1072,102,148,0
129,1692,1747,4,3,2,21,241,980,94,543,0
164,1654,1692,3,0,1,248,90,1208,109,99,0
79,1600,1692,3,3,2,113,71,656,61,370,0
54,1692,1637,5,3,0,104,311,445,50,50,0
128,1692,1637,3,3,0,220,13,219,33,24,0
80,1606,1684,6,3,0,224,213,1121,102,535,1
62,1694,1704,7,3,0,224,249,1393,110,438,1
44,1688,1705,4,3,2,224,77,1010,99,612,1
73,1696,1657,2,1,2,238,4,1471,127,493,1
9,1628,1688,4,3,0,224,117,1194,109,612,1
53,1679,1626,2,3,2,224,1,739,73,348,1
83,1669,1663,2,3,2,224,4,1458,127,171,1
97,1669,1573,3,3,2,213,13,219,33,24,0
82,1652,1659,2,3,0,223,77,682,70,612,1
36,1636,1649,7,1,0,223,83,121,17,18,1
26,1660,1622,3,3,0,223,7,585,57,612,1
53,1682,1670,3,3,2,223,91,1285,109,331,1
114,1548,1670,4,1,0,31,245,943,90,322,0
77,1670,1548,2,1,2,31,6,1003,97,612,0
57,1651,1670,1,3,2,113,0,1433,121,612,0
93,1651,1670,3,1,2,224,90,1370,109,530,0
65,1670,1659,7,3,2,222,192,790,83,182,0
99,2095,1679,16,1,2,19,134,1236,109,166,1
69,1872,1685,6,3,2,19,201,499,52,240,1
34,1421,1680,3,1,0,19,171,650,61,299,1
37,1670,1625,5,3,2,19,179,1446,122,579,1
72,1686,1676,2,3,0,19,71,774,79,612,1
61,1804,1698,4,3,2,19,24,257,33,274,1
87,1691,1567,5,3,2,19,176,1441,122,387,1
49,1679,1690,6,1,2,19,119,1211,109,115,1
11,1666,1702,5,3,2,19,179,1446,122,579,1
66,1691,1643,3,1,0,19,152,334,38,132,1
27,1933,1696,11,1,2,19,188,551,55,612,1
25,1675,2055,5,3,2,19,108,1225,109,157,1
102,1716,1661,5,1,0,19,172,183,26,612,1
60,1568,1653,2,1,0,19,239,961,94,612,1
45,1648,1630,5,3,2,19,99,1314,109,381,1
99,1647,1664,6,3,2,19,182,583,55,612,1
41,1664,1632,3,1,2,19,152,334,38,132,1
55,1661,1322,3,1,2,19,178,1434,122,612,1
51,1765,1669,7,3,2,19,253,1399,110,561,1
72,1672,2052,5,1,0,19,99,1314,109,381,1
97,1785,1680,6,2,2,19,201,499,52,240,1
48,1873,1913,4,3,0,19,191,665,63,612,1
61,1871,1456,7,1,2,19,38,685,70,59,1
13,1871,1098,7,3,2,19,206,522,52,569,1
80,1836,1884,8,3,2,19,222,1099,102,357,1
101,1822,1886,4,2,2,19,241,967,94,132,1
68,1901,1806,6,3,0,19,195,844,87,249,1
87,1893,1768,3,3,2,19,152,370,38,532,1
104,1738,1886,2,1,0,19,28,269,33,543,1
81,1872,1940,6,3,2,19,71,763,74,472,1
21,1862,1809,5,3,2,19,195,843,87,612,1
65,1753,1871,5,3,2,19,201,462,52,612,1
46,1826,1860,3,3,0,19,181,540,55,612,1
80,1882,1504,5,3,0,19,195,843,87,612,1
96,1729,1874,13,1,0,19,196,1164,106,405,1
118,1232,1874,8,1,0,19,196,1154,106,137,1
74,2016,1889,8,3,2,361,221,1093,102,357,1
76,2235,2447,4,3,0,35,46,1402,111,612,0
56,1282,1472,5,2,0,19,248,1387,110,181,1
82,1330,1464,4,3,0,102,95,1223,109,141,1
38,1461,1559,5,3,0,211,192,785,83,1,1
55,1440,1777,8,3,2,117,201,495,52,211,1
58,1558,1423,3,3,0,393,90,1208,109,99,1
73,1391,1437,6,3,2,102,173,172,20,377,1
36,1403,1451,2,3,2,113,36,433,48,612,1
90,1631,1432,11,2,0,375,154,319,38,18,1
86,1153,1428,3,3,0,89,152,351,38,277,1
49,1423,1158,4,3,2,89,72,1141,104,337,1
64,1262,1416,3,1,0,21,152,352,38,282,1
29,1352,1431,1,3,2,19,0,1433,121,612,1
64,1433,1869,2,3,0,314,71,774,79,612,1
62,1458,1044,4,3,0,41,193,777,82,612,1
59,1581,1466,7,1,2,317,154,313,38,19,1
41,1461,1246,7,1,2,315,196,1150,106,612,1
45,1454,1289,8,3,2,298,102,1325,109,390,1
29,1339,1470,7,3,2,315,154,313,38,19,1
99,1451,1865,5,3,2,321,192,783,83,612,1
47,1844,1453,8,3,2,315,101,1282,109,307,1
86,1450,1136,2,3,2,54,71,774,79,612,1
54,1500,1500,1,1,0,311,0,537,53,612,0
22,1463,1500,2,3,0,19,71,1450,124,612,0
107,2500,2205,4,3,2,189,108,1251,109,206,0
23,2131,1869,4,3,2,19,245,943,90,322,1
58,1852,1805,4,3,2,19,152,1404,113,612,1
64,1873,1858,10,1,0,19,127,1227,109,166,1
71,1865,1623,7,2,2,19,84,147,17,402,1
128,1732,1850,7,3,0,19,219,1074,102,181,1
72,1864,2011,8,1,0,19,196,1154,106,137,1
76,2040,1827,17,1,0,19,205,475,52,137,1
79,1800,1508,5,1,2,19,195,1150,106,612,1
19,1918,1820,7,3,2,19,26,252,33,274,1
35,1842,1915,7,3,0,19,84,147,17,402,1
47,1502,1834,6,3,0,19,201,405,40,612,1
99,1810,1728,7,1,2,19,192,790,83,182,1
58,1789,1776,8,3,0,19,201,495,52,211,1
95,1723,1708,2,2,2,19,71,774,79,612,1
41,1662,1808,8,1,2,19,195,1172,106,481,1
44,1801,1697,9,3,2,19,226,1089,102,357,1
50,1750,1761,4,1,0,19,191,653,61,330,1
47,1678,1717,5,1,2,19,153,343,38,181,1
99,1596,1643,6,3,2,19,195,1160,106,308,1
79,2613,1904,8,3,2,361,283,875,90,6,0
75,1893,1897,8,3,2,19,38,684,70,58,1
57,2003,1901,7,3,2,19,159,386,38,548,1
101,1815,1904,5,0,1,19,153,343,38,181,1
226,1817,1907,3,0,1,19,152,352,38,282,1
105,1899,1776,4,3,2,19,343,460,50,592,1
78,1610,1895,2,1,0,19,36,433,48,612,1
129,1888,1736,6,3,2,19,343,593,58,612,1
59,2224,1802,3,1,2,19,92,1202,109,28,1
70,1783,2222,3,3,0,19,91,1351,109,504,1
93,2217,1970,3,3,2,19,71,656,61,370,1
74,1873,2214,3,3,0,19,92,1202,109,28,1
62,2211,1878,6,3,2,19,192,786,83,2,1
28,1935,2206,8,1,0,19,123,1290,109,352,1
57,2200,2029,6,3,2,19,92,1203,109,28,1
27,2199,1622,6,3,2,19,206,463,52,47,1
64,1971,2194,3,3,0,19,91,1285,109,331,1
138,2274,2191,3,0,1,19,90,1275,109,295,1
90,1801,2189,3,1,0,19,91,1351,109,504,1
37,2188,1536,4,1,2,19,152,1002,96,501,1
106,2196,2314,9,3,0,117,191,667,63,612,1
114,2346,2179,12,3,0,117,128,1233,109,166,1
29,2170,2112,3,3,2,117,92,1202,109,28,1
47,2161,2084,9,1,2,117,206,478,52,159,1
53,2154,2010,3,3,2,236,92,1202,109,28,1
57,2140,2218,12,3,2,236,339,726,72,401,1
48,2043,2132,2,3,0,102,41,443,50,612,1
43,2122,2052,6,3,2,102,72,1137,104,314,1
115,2007,2138,2,1,2,102,2,64,9,207,1
57,2128,2064,4,3,2,102,72,1141,104,337,1
156,1610,1578,3,1,0,19,90,1208,109,99,1
35,1743,1594,2,1,2,19,41,443,50,612,1
96,1584,1591,4,3,2,19,245,943,90,322,1
54,1595,1563,4,1,0,19,46,675,67,612,1
44,1573,1597,3,1,0,19,90,1208,109,99,1
150,1609,1552,2,3,0,19,36,433,48,612,1
106,1619,1632,8,3,0,19,319,727,72,441,1
40,1591,1609,5,3,0,19,117,1224,109,156,1
53,1611,1557,5,3,2,19,258,868,90,386,1
75,1667,1620,3,3,2,19,41,1423,118,612,1
57,1599,1631,5,1,2,19,42,449,50,309,1
113,1631,1627,2,0,1,19,36,679,69,612,1
29,1620,1639,5,3,2,19,307,456,50,486,1
113,1645,1630,11,1,2,19,144,1297,109,362,1
205,1617,1704,3,2,2,19,245,850,90,612,1
62,1601,1607,8,1,0,19,123,1290,109,352,1
49,1569,1619,8,1,2,19,123,1290,109,352,1
17,1621,1593,4,2,2,19,248,1377,110,612,1
37,1609,1688,2,1,2,19,36,433,48,612,1
127,1598,1619,3,3,2,19,91,1351,109,504,1
153,1628,1666,6,2,1,19,265,1178,108,12,1
30,1574,1619,3,3,0,19,90,1370,109,530,1
61,1609,1590,9,3,2,19,276,1182,108,314,1
88,1641,1598,11,1,0,19,144,1308,109,361,1
71,1661,1606,10,1,2,19,144,1296,109,362,1
48,1617,1616,5,1,0,19,258,868,90,386,1
58,1620,1606,4,3,0,19,117,1194,109,612,1
79,1597,1565,4,3,2,19,36,213,32,612,1
73,1599,1607,5,3,2,19,42,1452,126,612,1
40,1601,1597,2,3,0,19,90,1194,109,612,1
48,1607,1600,5,1,0,19,258,868,90,386,1
54,1615,1704,5,1,0,19,258,868,90,386,1
73,1601,1626,2,1,2,19,0,437,49,246,1
48,1635,1666,4,1,0,19,246,935,90,129,1
43,1662,1645,2,1,2,19,41,443,50,612,1
48,1598,1636,2,1,0,19,41,443,50,612,1
45,1628,1556,5,3,2,19,258,868,90,386,1
54,1638,1639,2,1,0,19,36,682,70,612,1
34,1450,1999,9,1,0,236,113,1331,109,408,0
53,1999,1450,9,1,2,236,204,467,52,137,0
77,1996,1959,5,2,2,32,172,183,26,612,1
32,1948,1942,6,3,2,317,319,704,72,612,1
113,1930,2204,10,3,2,19,36,971,94,175,1
39,1918,1966,4,3,2,352,45,209,30,612,1
17,2069,1925,4,3,2,180,241,980,94,543,1
75,1860,1938,4,1,2,19,99,1324,109,385,1
28,1905,1924,5,3,0,19,12,1006,97,45,1
93,1930,2107,3,3,0,303,239,977,94,326,1
42,1936,2101,5,3,0,303,248,1378,110,0,1
126,1313,1543,2,2,0,102,28,269,33,543,1
8,1563,1290,2,3,0,102,19,247,33,274,1
67,1266,1585,2,3,2,102,13,217,33,22,1
49,1542,1242,4,3,0,187,343,460,50,592,1
88,1232,1551,3,0,1,187,20,258,33,274,1
28,1244,1282,3,3,0,315,20,258,33,274,1
35,1525,1249,2,1,2,187,28,269,33,543,1
86,1225,1546,3,3,2,187,31,279,33,543,1
65,1198,1613,1,1,2,102,10,215,33,612,1
66,1189,1621,4,3,0,102,20,254,33,274,1
63,1619,1191,2,1,2,54,36,679,69,612,1
35,1176,1201,2,3,2,102,13,217,33,22,1
22,1649,1176,3,1,0,102,171,282,33,559,0
14,1176,1649,5,3,2,102,21,242,33,120,0
67,1621,1176,3,3,2,102,171,282,33,559,0
106,1176,1621,3,2,0,102,31,279,33,543,0
96,1176,1615,5,1,0,102,258,870,90,468,0
115,1615,1176,4,1,2,102,239,963,94,1,0
113,1176,1615,6,1,2,102,258,855,90,125,0
69,1653,1176,4,1,2,37,239,963,94,1,0
58,1176,1653,3,1,0,37,37,768,78,612,0
54,1653,1176,3,3,0,37,171,282,33,559,0
21,1176,1653,5,0,1,37,258,870,90,468,0
67,1500,1176,5,1,2,19,154,314,38,20,0
79,1308,1185,2,1,2,361,19,247,33,274,1
45,1164,1326,5,1,2,361,248,1387,110,181,1
73,1318,1173,2,3,2,361,19,247,33,274,1
114,1180,1361,2,1,0,54,36,433,48,612,1
18,1355,1188,1,3,2,54,0,1433,121,612,1
48,1191,1623,6,1,0,104,246,937,90,131,1
116,1203,1267,4,2,0,379,245,943,90,322,1
42,1283,1182,6,1,0,379,52,55,8,237,1
71,1156,1449,7,1,2,21,48,107,15,16,1
45,1444,1161,4,1,2,21,21,261,33,274,1
114,1530,1552,3,1,0,315,152,371,38,533,1
26,1504,1543,2,1,0,290,152,311,38,0,1
35,1543,1601,5,1,2,315,192,785,83,1,0
63,1519,1543,2,0,1,138,4,1465,127,432,1
119,1584,1553,2,2,2,315,152,311,38,0,1
84,1537,1543,7,1,0,102,154,322,38,18,1
38,1509,1544,5,0,1,104,152,389,38,571,1
65,1532,1570,5,1,2,110,192,783,83,612,1
40,1497,1532,6,3,0,31,154,315,38,21,0
51,1436,1546,5,3,2,68,152,369,38,477,1
61,1536,1498,3,2,2,134,152,352,38,282,1
71,1453,1550,9,2,2,19,154,323,38,18,1
57,1550,1429,3,1,2,108,6,1473,127,556,0
51,1462,1541,1,3,0,21,0,434,49,612,1
53,1492,1554,1,1,2,55,0,827,86,612,1
65,1522,1566,2,3,2,303,36,433,48,612,1
94,1671,1563,1,0,1,315,2,61,9,612,1
26,1464,1555,11,3,0,86,309,162,19,393,1
133,1626,1564,3,1,2,37,152,352,38,282,1
111,1550,1639,7,3,2,37,201,492,52,211,1
25,1550,1527,4,3,2,267,99,1324,109,385,0
38,1693,1535,7,2,0,315,154,325,38,17,1
52,1600,1535,2,2,0,104,36,433,48,612,0
64,1500,1535,7,1,0,187,154,322,38,18,0
30,1443,1528,1,1,0,298,0,1433,121,612,1
85,1542,1517,1,3,0,324,2,61,9,612,1
77,1651,1524,2,1,2,117,13,217,33,22,1
54,1507,1513,5,1,0,315,153,343,38,181,1
166,1523,1556,6,1,0,21,216,1039,102,77,1
73,1554,1523,5,3,2,187,153,343,38,181,0
91,1636,1506,5,3,2,346,154,314,38,20,1
90,1528,1495,3,2,0,102,152,371,38,533,1
55,1545,1490,2,1,2,19,152,311,38,0,1
52,1508,1562,6,1,0,236,212,1052,102,83,1
31,1552,1518,3,1,2,236,152,352,38,282,1
23,1505,1565,6,3,2,236,212,1052,102,83,1
35,1580,1492,3,3,0,236,152,352,38,282,1
15,1484,1401,4,3,2,39,72,1141,104,337,1
28,1418,1475,3,3,0,39,152,363,38,434,1
35,1466,1406,8,3,2,236,221,1092,102,357,1
51,1432,1478,2,1,2,273,36,433,48,612,1
60,1489,1475,2,3,0,113,72,1125,104,612,1
64,1454,1479,2,2,0,102,36,433,48,612,1
